PID,RegistrationID,AssessmentName,Key,Value
DV18mo,2F0803BF-514A-41ED-B61E-3C2526894BED,Assessment 5,DeviceID,NIH-BABY-TOOLBOX-NORMING-A4E0DC0F-1970-4FE9-88AC-C53D377DC6B1
DV18mo,2F0803BF-514A-41ED-B61E-3C2526894BED,Assessment 5,DateOfBirth,2021-09-08T00:00:00-0500
DV18mo,2F0803BF-514A-41ED-B61E-3C2526894BED,Assessment 5,Age,1
DV18mo,2F0803BF-514A-41ED-B61E-3C2526894BED,Assessment 5,TotalAgeInMonths,18
DV18mo,2F0803BF-514A-41ED-B61E-3C2526894BED,Assessment 5,Race,0
DV18mo,2F0803BF-514A-41ED-B61E-3C2526894BED,Assessment 5,AppVersion,3.0.4.29
DV18mo,2F0803BF-514A-41ED-B61E-3C2526894BED,Assessment 5,FirmwareVersion,16.2
DV18mo,2F0803BF-514A-41ED-B61E-3C2526894BED,Assessment 5,iPadVersion,"iPad Pro 2nd Gen (11-inch) / iPad8,9"
DV18mo,74C0A4D4-FAF3-4261-8585-F1338C9A64C5,Assessment 1,DeviceID,NIH-BABY-TOOLBOX-NORMING-A4E0DC0F-1970-4FE9-88AC-C53D377DC6B1
DV18mo,74C0A4D4-FAF3-4261-8585-F1338C9A64C5,Assessment 1,DateOfBirth,2021-09-08T00:00:00-0500
DV18mo,74C0A4D4-FAF3-4261-8585-F1338C9A64C5,Assessment 1,Age,1
DV18mo,74C0A4D4-FAF3-4261-8585-F1338C9A64C5,Assessment 1,TotalAgeInMonths,18
DV18mo,74C0A4D4-FAF3-4261-8585-F1338C9A64C5,Assessment 1,Race,0
DV18mo,74C0A4D4-FAF3-4261-8585-F1338C9A64C5,Assessment 1,AppVersion,3.0.4.29
DV18mo,74C0A4D4-FAF3-4261-8585-F1338C9A64C5,Assessment 1,FirmwareVersion,16.2
DV18mo,74C0A4D4-FAF3-4261-8585-F1338C9A64C5,Assessment 1,iPadVersion,"iPad Pro 2nd Gen (11-inch) / iPad8,9"
DV18mo,4BD48731-577C-4805-B2A1-9DF95DA22112,Assessment 4,DeviceID,NIH-BABY-TOOLBOX-NORMING-A4E0DC0F-1970-4FE9-88AC-C53D377DC6B1
DV18mo,4BD48731-577C-4805-B2A1-9DF95DA22112,Assessment 4,DateOfBirth,2021-09-08T00:00:00-0500
DV18mo,4BD48731-577C-4805-B2A1-9DF95DA22112,Assessment 4,Age,1
DV18mo,4BD48731-577C-4805-B2A1-9DF95DA22112,Assessment 4,TotalAgeInMonths,18
DV18mo,4BD48731-577C-4805-B2A1-9DF95DA22112,Assessment 4,Race,0
DV18mo,4BD48731-577C-4805-B2A1-9DF95DA22112,Assessment 4,AppVersion,3.0.4.29
DV18mo,4BD48731-577C-4805-B2A1-9DF95DA22112,Assessment 4,FirmwareVersion,16.2
DV18mo,4BD48731-577C-4805-B2A1-9DF95DA22112,Assessment 4,iPadVersion,"iPad Pro 2nd Gen (11-inch) / iPad8,9"
DV18mo,A2D7B675-D1D6-4B27-A228-F56DE7A461FC,Assessment 3,DeviceID,NIH-BABY-TOOLBOX-NORMING-A4E0DC0F-1970-4FE9-88AC-C53D377DC6B1
DV18mo,A2D7B675-D1D6-4B27-A228-F56DE7A461FC,Assessment 3,DateOfBirth,2021-09-08T00:00:00-0500
DV18mo,A2D7B675-D1D6-4B27-A228-F56DE7A461FC,Assessment 3,Age,1
DV18mo,A2D7B675-D1D6-4B27-A228-F56DE7A461FC,Assessment 3,TotalAgeInMonths,18
DV18mo,A2D7B675-D1D6-4B27-A228-F56DE7A461FC,Assessment 3,Race,0
DV18mo,A2D7B675-D1D6-4B27-A228-F56DE7A461FC,Assessment 3,AppVersion,3.0.4.29
DV18mo,A2D7B675-D1D6-4B27-A228-F56DE7A461FC,Assessment 3,FirmwareVersion,16.2
DV18mo,A2D7B675-D1D6-4B27-A228-F56DE7A461FC,Assessment 3,iPadVersion,"iPad Pro 2nd Gen (11-inch) / iPad8,9"
DV18mo,026E314A-2074-4BA9-A7D9-6A0484AE934E,Assessment 2,DeviceID,NIH-BABY-TOOLBOX-NORMING-A4E0DC0F-1970-4FE9-88AC-C53D377DC6B1
DV18mo,026E314A-2074-4BA9-A7D9-6A0484AE934E,Assessment 2,DateOfBirth,2021-09-08T00:00:00-0500
DV18mo,026E314A-2074-4BA9-A7D9-6A0484AE934E,Assessment 2,Age,1
DV18mo,026E314A-2074-4BA9-A7D9-6A0484AE934E,Assessment 2,TotalAgeInMonths,18
DV18mo,026E314A-2074-4BA9-A7D9-6A0484AE934E,Assessment 2,Race,0
DV18mo,026E314A-2074-4BA9-A7D9-6A0484AE934E,Assessment 2,AppVersion,3.0.4.29
DV18mo,026E314A-2074-4BA9-A7D9-6A0484AE934E,Assessment 2,FirmwareVersion,16.2
DV18mo,026E314A-2074-4BA9-A7D9-6A0484AE934E,Assessment 2,iPadVersion,"iPad Pro 2nd Gen (11-inch) / iPad8,9"
